bid,pid,fid
23014,19264,782
23015,6206,309
23016,19808,740
23017,17728,442
23018,14412,425
23019,14845,908
23020,5039,822
23021,16202,164
23022,573,683
23023,8192,300
23024,9078,497
23025,9716,219
23026,837,231
23027,12112,946
23028,5755,71
23029,3752,948
23030,16411,974
23031,6999,9
23032,6612,104
23033,12733,90
23034,4762,453
23035,11284,957
23036,5597,896
23037,6418,195
23038,150,34
23039,11567,474
23040,15237,106
23041,5750,109
23042,11157,272
23043,8594,203
23044,12174,582
23045,18046,744
23046,4867,408
23047,12473,279
23048,7528,557
23049,16358,656
23050,4024,934
23051,13784,529
23052,18931,999
23053,11711,962
23054,16213,55
23055,9812,598
23056,10044,392
23057,9353,275
23058,18460,644
23059,10560,113
23060,16454,13
23061,16743,610
23062,4562,728
23063,8713,990
23064,7775,896
23065,10800,79
23066,9976,929
23067,18140,315
23068,5356,898
23069,19721,613
23070,13037,150
23071,391,755
23072,19737,958
23073,13657,276
23074,2130,380
23075,3156,590
23076,3887,378
23077,5196,969
23078,13647,808
23079,4515,381
23080,15737,763
23081,19889,117
23082,3932,195
23083,1662,342
23084,12372,509
23085,18876,259
23086,9648,652
23087,14932,756
23088,4659,951
23089,10125,407
23090,9920,966
23091,6138,182
23092,19274,845
23093,2035,933
23094,11932,631
23095,8975,560
23096,18038,770
23097,12887,941
23098,12804,905
23099,8947,369
23100,12288,316
23101,10704,505
23102,8600,146
23103,13019,677
23104,5067,521
23105,18676,44
23106,13720,990
23107,13073,190
23108,3601,871
23109,3354,315
23110,16341,137
23111,9957,645
23112,2333,110
23113,8746,162
23114,9852,684
23115,7607,84
23116,6348,762
23117,19792,71
23118,7401,383
23119,12318,503
23120,16546,545
23121,4344,999
23122,9082,738
23123,13245,607
23124,12982,569
23125,3597,975
23126,7606,935
23127,2969,70
23128,9920,573
23129,7951,423
23130,9025,750
23131,15364,585
23132,6963,89
23133,10015,626
23134,17865,290
23135,5965,416
23136,18765,141
23137,18925,103
23138,13988,250
23139,3642,336
23140,4139,333
23141,12899,279
23142,2825,836
23143,18532,287
23144,14467,326
23145,10518,246
23146,15057,931
23147,14016,593
23148,4806,52
23149,3461,457
23150,17440,932
23151,6236,360
23152,11204,633
23153,13578,816
23154,11001,822
23155,4981,399
23156,12813,440
23157,2443,345
23158,14156,768
23159,1352,889
23160,19759,673
23161,10424,810
23162,534,528
23163,1106,589
23164,2606,533
23165,2595,28
23166,3068,392
23167,19072,592
23168,2793,72
23169,10829,863
23170,10498,61
23171,4885,961
23172,18148,374
23173,16793,596
23174,12637,863
23175,227,163
23176,4695,64
23177,14484,882
23178,1043,52
23179,17383,885
23180,2100,604
23181,6212,750
23182,9740,614
23183,4451,281
23184,3733,986
23185,1950,954
23186,1202,419
23187,5456,292
23188,1734,264
23189,11077,907
23190,8451,33
23191,19328,643
23192,5267,998
23193,7669,754
23194,9695,552
23195,11422,890
23196,7333,266
23197,19382,967
23198,5049,359
23199,17240,784
23200,12293,751
23201,9304,925
23202,15579,884
23203,14102,800
23204,19589,991
23205,17220,745
23206,13148,632
23207,14211,871
23208,7444,126
23209,13301,700
23210,5988,873
23211,11448,191
23212,3744,610
23213,4857,337
23214,2059,439
23215,10210,464
23216,14796,389
23217,5534,552
23218,17892,492
23219,7075,362
23220,8401,346
23221,1526,925
23222,13021,185
23223,5017,23
23224,9590,365
23225,14955,327
23226,7747,934
23227,6382,498
23228,6261,960
23229,5937,280
23230,17429,732
23231,9849,357
23232,1557,986
23233,14090,389
23234,13068,900
23235,15284,197
23236,4346,806
23237,6329,533
23238,728,550
23239,9235,178
23240,13006,540
23241,19955,871
23242,12762,571
23243,7584,956
23244,2183,995
23245,9162,829
23246,11551,916
23247,17312,484
23248,19693,172
23249,5714,807
23250,14534,101
23251,19116,776
23252,3932,911
23253,14014,68
23254,6334,401
23255,5306,536
23256,18168,60
23257,10993,575
23258,17701,531
23259,782,238
23260,11047,647
23261,3001,903
23262,3782,973
23263,5881,794
23264,1686,469
23265,2239,601
23266,941,33
23267,523,36
23268,17981,919
23269,19337,544
23270,5899,803
23271,1502,906
23272,4371,546
23273,1012,740
23274,10824,853
23275,18517,41
23276,17942,909
23277,456,129
23278,15488,668
23279,2505,921
23280,6784,263
23281,13750,129
23282,14206,468
23283,6232,169
23284,2676,653
23285,13207,983
23286,9524,243
23287,9978,718
23288,18086,619
23289,19391,473
23290,17782,411
23291,11101,983
23292,16807,521
23293,17081,653
23294,3835,289
23295,7262,354
23296,17949,450
23297,19524,736
23298,952,754
23299,11321,22
23300,2185,352
23301,2535,703
23302,13128,965
23303,3996,433
23304,8494,283
23305,17142,483
23306,15915,822
23307,3381,257
23308,4239,446
23309,7508,701
23310,7483,862
23311,747,827
23312,7850,990
23313,18098,549
23314,17686,264
23315,13876,115
23316,1515,483
23317,9891,383
23318,384,850
23319,6760,475
23320,14501,640
23321,3801,309
23322,10008,391
23323,2314,846
23324,3032,757
23325,6401,402
23326,15552,597
23327,8595,640
23328,12052,50
23329,6239,317
23330,17377,242
23331,16134,809
23332,13054,604
23333,1859,312
23334,12711,754
23335,13416,511
23336,516,36
23337,17964,870
23338,12078,175
23339,10802,609
23340,7889,832
23341,6658,891
23342,1529,879
23343,2905,375
23344,10708,754
23345,8604,597
23346,3836,740
23347,6275,871
23348,6825,69
23349,894,25
23350,4215,30
23351,22,580
23352,694,200
23353,5449,943
23354,15187,378
23355,11553,415
23356,8895,840
23357,15430,308
23358,18424,740
23359,180,426
23360,13111,286
23361,10755,415
23362,1111,695
23363,17547,854
23364,9590,528
23365,15559,445
23366,9519,858
23367,10754,580
23368,3800,110
23369,15871,296
23370,15543,606
23371,9893,998
23372,14128,117
23373,13083,342
23374,976,158
23375,4555,49
23376,8366,276
23377,4363,442
23378,7520,878
23379,86,101
23380,11769,355
23381,5837,990
23382,2040,536
23383,16425,476
23384,16180,924
23385,11379,570
23386,1748,373
23387,19936,948
23388,3429,641
23389,7361,627
23390,14226,389
23391,8085,398
23392,12647,710
23393,14187,300
23394,16852,975
23395,1840,165
23396,2297,54
23397,18682,452
23398,7731,439
23399,13238,202
23400,7324,344
23401,10453,277
23402,15341,83
23403,17166,161
23404,18472,304
23405,5663,35
23406,18605,300
23407,9784,721
23408,14298,644
23409,5237,668
23410,14823,720
23411,7266,5
23412,17722,193
23413,6095,909
23414,18804,339
23415,6617,182
23416,5458,788
23417,1519,779
23418,10832,881
23419,14767,202
23420,1894,251
23421,16956,253
23422,9951,989
23423,5243,827
23424,17333,955
23425,2231,578
23426,1526,39
23427,12450,814
23428,11121,468
23429,12474,47
23430,7953,829
23431,14922,621
23432,1123,728
23433,11519,460
23434,16279,983
23435,16119,354
23436,7819,989
23437,11829,675
23438,11661,308
23439,9896,62
23440,14268,634
23441,10393,160
23442,1039,224
23443,13684,544
23444,6728,980
23445,15558,70
23446,18406,325
23447,4274,662
23448,1158,193
23449,9343,713
23450,14500,446
23451,3005,412
23452,12222,891
23453,11196,39
23454,16302,556
23455,16539,650
23456,1267,682
23457,18614,337
23458,7944,843
23459,6813,789
23460,15530,450
23461,1397,259
23462,4653,778
23463,14737,228
23464,11372,292
23465,13045,609
23466,5733,696
23467,5826,388
23468,19526,823
23469,5778,577
23470,8075,7
23471,3882,345
23472,17830,454
23473,10704,693
23474,15118,492
23475,4988,707
23476,19498,777
23477,16893,16
23478,11253,71
23479,13148,295
23480,1369,59
23481,18587,266
23482,16715,697
23483,1340,702
23484,8760,62
23485,12374,703
23486,6251,588
23487,11848,667
23488,17402,513
23489,3331,83
23490,4573,472
23491,16650,13
23492,4168,886
23493,2701,205
23494,18545,436
23495,10068,844
23496,8470,727
23497,14299,480
23498,13703,777
23499,7569,88
23500,7145,1
23501,19540,894
23502,5245,516
23503,9633,991
23504,1531,495
23505,6018,135
23506,998,401
23507,462,873
23508,15990,610
23509,12672,869
23510,11744,237
23511,6072,890
23512,17979,845
23513,3229,470
23514,6132,409
23515,5709,64
23516,15207,901
23517,6847,622
23518,10277,636
23519,16108,945
23520,3263,17
23521,9142,642
23522,4998,962
23523,14512,880
23524,1330,777
23525,18664,192
23526,13220,319
23527,12452,266
23528,17589,213
23529,2705,499
23530,30,529
23531,19300,86
23532,3690,276
23533,13135,217
23534,10787,509
23535,9260,29
23536,7348,192
23537,8075,479
23538,16534,838
23539,13615,720
23540,13202,583
23541,13848,370
23542,328,221
23543,12478,561
23544,7550,546
23545,2508,285
23546,13059,102
23547,7143,769
23548,10052,371
23549,5669,116
23550,1313,393
23551,19967,924
23552,7516,930
23553,12080,392
23554,7344,738
23555,14556,115
23556,13907,214
23557,13551,316
23558,17470,725
23559,15729,576
23560,3392,453
23561,464,397
23562,2653,66
23563,6561,165
23564,12213,321
23565,16771,300
23566,9828,341
23567,15457,486
23568,6566,472
23569,9245,649
23570,18670,222
23571,15825,483
23572,16906,124
23573,16108,641
23574,11743,921
23575,3263,178
23576,16145,307
23577,8966,632
23578,9127,89
23579,17683,567
23580,19426,631
23581,17630,562
23582,11762,846
23583,19038,668
23584,6188,309
23585,19105,820
23586,1149,355
23587,12585,519
23588,7527,210
23589,7798,199
23590,18835,808
23591,13406,370
23592,17631,459
23593,9993,206
23594,17838,660
23595,3364,50
23596,6392,552
23597,10778,9
23598,16199,827
23599,3110,225
23600,17085,906
23601,17948,442
23602,1865,592
23603,13430,147
23604,3360,453
23605,5669,480
23606,3194,853
23607,17422,429
23608,7760,626
23609,19864,805
23610,12659,219
23611,19069,213
23612,18304,250
23613,14043,773
23614,11565,965
23615,11674,471
23616,5801,220
23617,16870,186
23618,18735,551
23619,4677,326
23620,14664,810
23621,5132,807
23622,11521,149
23623,10417,34
23624,19799,409
23625,17566,692
23626,4491,806
23627,14952,454
23628,5113,738
23629,19826,924
23630,1146,453
23631,3626,601
23632,15068,824
23633,9169,797
23634,19995,580
23635,453,933
23636,16446,528
23637,19968,831
23638,15200,172
23639,17193,26
23640,8876,574
23641,14987,886
23642,15954,886
23643,14418,215
23644,9499,174
23645,16210,247
23646,15011,302
23647,6288,350
23648,13458,95
23649,15424,537
23650,9516,509
23651,4625,235
23652,14171,378
23653,11714,46
23654,13396,183
23655,8191,168
23656,19320,511
23657,17781,863
23658,13255,236
23659,3757,120
23660,82,679
23661,16254,409
23662,15664,994
23663,12957,380
23664,15553,954
23665,7443,893
23666,8977,746
23667,8120,481
23668,6993,894
23669,7852,147
23670,7215,468
23671,16519,431
23672,3811,938
23673,15152,834
23674,17746,366
23675,19613,133
23676,695,367
23677,4452,549
23678,15809,391
23679,12219,119
23680,19292,65
23681,70,860
23682,9882,329
23683,8945,747
23684,9489,775
23685,11786,944
23686,17478,334
23687,2634,968
23688,9310,640
23689,13080,85
23690,6356,714
23691,9670,945
23692,14428,648
23693,12403,351
23694,12665,472
23695,596,553
23696,19109,281
23697,6409,4
23698,2650,473
23699,13379,44
23700,1996,691
23701,19939,732
23702,4154,115
23703,4676,218
23704,18807,158
23705,12068,946
23706,7176,920
23707,18798,891
23708,1060,304
23709,14490,919
23710,4493,965
23711,11304,438
23712,19342,185
23713,6313,662
23714,10184,302
23715,15728,688
23716,11603,622
23717,10429,625
23718,1284,57
23719,11652,40
23720,8811,617
23721,1985,360
23722,17465,460
23723,4488,589
23724,19373,30
23725,16458,848
23726,7705,514
23727,2963,18
23728,14156,803
23729,18733,956
23730,1994,891
23731,6999,460
23732,8246,104
23733,9718,437
23734,5974,816
23735,9269,381
23736,17266,199
23737,8911,553
23738,10783,613
23739,14970,573
23740,11937,969
23741,6777,753
23742,2688,634
23743,7373,462
23744,14548,631
23745,3207,421
23746,5349,596
23747,10214,429
23748,3945,439
23749,7619,282
23750,9335,650
23751,10368,773
23752,6996,721
23753,16797,670
23754,6687,121
23755,5989,258
23756,17632,744
23757,11382,508
23758,15977,19
23759,3163,882
23760,18319,91
23761,17301,276
23762,1948,15
23763,3252,126
23764,16372,196
23765,6378,18
23766,9068,933
23767,13435,476
23768,13301,615
23769,3903,589
23770,11694,79
23771,4754,144
23772,17631,589
23773,12129,215
23774,14350,109
23775,6557,770
23776,8057,125
23777,2170,690
23778,4595,728
23779,11708,286
23780,13644,240
23781,14990,808
23782,14422,639
23783,17873,936
23784,15843,697
23785,8380,317
23786,1099,859
23787,11219,977
23788,9686,442
23789,12628,772
23790,9054,459
23791,298,100
23792,2165,209
23793,4413,529
23794,19988,68
23795,10074,869
23796,12139,307
23797,15337,303
23798,17273,380
23799,5234,382
23800,8809,72
23801,15478,824
23802,7746,989
23803,10310,798
23804,1474,993
23805,9269,218
23806,257,321
23807,18912,493
23808,4927,54
23809,16270,183
23810,18945,670
23811,15583,316
23812,7301,996
23813,9728,748
23814,8675,171
23815,3227,439
23816,17833,810
23817,6829,934
23818,8763,322
23819,2488,921
23820,12387,754
23821,7853,367
23822,19416,706
23823,5052,818
23824,2731,319
23825,11212,151
23826,11813,660
23827,10961,294
23828,8212,841
23829,16363,814
23830,17284,69
23831,9528,319
23832,1442,688
23833,3146,439
23834,8169,321
23835,18758,764
23836,5713,43
23837,625,458
23838,17176,956
23839,4485,720
23840,14448,440
23841,8484,487
23842,17244,783
23843,13553,431
23844,17855,511
23845,8302,309
23846,8344,673
23847,3790,610
23848,3255,684
23849,15770,720
23850,7379,412
23851,9194,765
23852,14056,806
23853,6399,620
23854,3764,761
23855,4862,472
23856,18741,959
23857,15596,807
23858,14890,195
23859,9890,682
23860,19066,174
23861,17734,681
23862,11282,521
23863,2687,616
23864,15953,58
23865,939,884
23866,11026,38
23867,7073,63
23868,14647,991
23869,19509,647
23870,16082,328
23871,2550,368
23872,18948,484
23873,4099,25
23874,1635,628
23875,18337,533
23876,12453,207
23877,10745,501
23878,10,497
23879,8880,697
23880,14355,309
23881,15232,508
23882,17987,249
23883,12614,291
23884,16477,645
23885,17258,60
23886,19917,666
23887,2923,798
23888,5464,663
23889,15318,539
23890,16446,718
23891,11417,352
23892,4088,321
23893,19716,963
23894,14770,448
23895,3531,659
23896,14492,821
23897,5241,632
23898,5409,111
23899,14795,577
23900,13565,718
23901,9628,923
23902,13083,853
23903,16024,869
23904,9705,386
23905,939,567
23906,5473,910
23907,16389,656
23908,10212,942
23909,11636,910
23910,2090,89
23911,10121,400
23912,2824,931
23913,17342,240
23914,12457,336
23915,707,580
23916,10970,186
23917,9449,543
23918,17538,228
23919,6767,498
23920,4340,742
23921,11274,663
23922,19137,970
23923,2007,334
23924,19096,44
23925,14270,117
23926,613,965
23927,18072,418
23928,17711,470
23929,12836,37
23930,1547,216
23931,3029,355
23932,17922,414
23933,15430,952
23934,9107,144
23935,9896,535
23936,5858,653
23937,10071,599
23938,14886,313
23939,18510,947
23940,18311,90
23941,4965,807
23942,9708,517
23943,6651,854
23944,3083,483
23945,8777,943
23946,6435,19
23947,12855,929
23948,10887,524
23949,668,648
23950,12513,318
23951,13813,756
23952,9002,256
23953,4653,103
23954,4896,491
23955,1400,876
23956,16596,990
23957,3008,597
23958,15623,665
23959,16782,494
23960,12202,115
23961,17907,514
23962,7192,727
23963,12521,46
23964,6696,449
23965,3261,52
23966,538,381
23967,11035,769
23968,2696,179
23969,4274,670
23970,17373,300
23971,1464,74
23972,14978,153
23973,14843,816
23974,3989,456
23975,4500,457
23976,12733,51
23977,7256,733
23978,1899,758
23979,17921,988
23980,393,531
23981,16249,574
23982,15717,494
23983,14161,450
23984,12293,337
23985,6280,331
23986,2642,975
23987,13120,685
23988,7238,131
23989,910,70
23990,17259,730
23991,12239,534
23992,7448,310
23993,15271,337
23994,7557,847
23995,19900,622
23996,7383,376
23997,18761,977
23998,1895,701
23999,5269,971
24000,14755,232
24001,4987,328
24002,11077,942
24003,11185,56
24004,2101,877
24005,17548,621
24006,10695,403
24007,10451,996
24008,4133,975
24009,15031,911
24010,18526,166
24011,4797,615
24012,18543,498
24013,19564,427
24014,1219,497
24015,6228,182
24016,14157,993
24017,12605,293
24018,10221,306
24019,12697,719
24020,4354,736
24021,10946,867
24022,16538,917
24023,18563,431
24024,4387,910
24025,15974,632
24026,7588,629
24027,5906,750
24028,3331,472
24029,2742,73
24030,10665,340
24031,7269,576
24032,14215,821
24033,17941,499
24034,1707,59
24035,8002,861
24036,2020,309
24037,2606,782
24038,7262,495
24039,19806,863
24040,18064,152
24041,590,833
24042,17646,797
24043,746,53
24044,11653,790
24045,17018,482
24046,424,894
24047,2866,668
24048,5646,417
24049,19632,253
24050,16467,477
24051,10451,487
24052,2962,887
24053,12944,328
24054,4956,420
24055,19499,391
24056,2450,629
24057,9682,2
24058,11122,745
24059,3555,866
24060,10375,355
24061,9429,961
24062,2850,944
24063,9200,113
24064,12332,802
24065,3822,582
24066,13354,784
24067,18899,469
24068,4601,815
24069,5509,621
24070,1296,195
24071,3784,438
24072,18495,526
24073,6871,685
24074,15974,819
24075,7888,608
24076,14725,714
24077,2073,816
24078,4441,449
24079,3751,816
24080,6454,940
24081,13045,991
24082,3254,465
24083,12730,615
24084,14216,383
24085,13924,925
24086,3013,126
24087,17285,710
24088,750,776
24089,14232,818
24090,7920,92
24091,17390,654
24092,17972,970
24093,4540,925
24094,10495,674
24095,6661,971
24096,16785,198
24097,932,951
24098,4160,229
24099,2041,100
24100,11939,106
24101,17311,4
24102,5823,196
24103,18426,356
24104,1561,419
24105,17676,672
24106,19453,499
24107,14343,418
24108,5429,947
24109,17151,787
24110,12913,140
24111,3646,16
24112,16213,504
24113,10040,449
24114,25,26
24115,3675,31
24116,11426,854
24117,11155,348
24118,12451,401
24119,4040,59
24120,591,638
24121,6478,500
24122,4731,44
24123,4039,259
24124,17967,853
24125,18833,405
24126,19685,814
24127,324,536
24128,8826,379
24129,6883,615
24130,14492,421
24131,11853,364
24132,1059,536
24133,15862,997
24134,17910,323
24135,5373,971
24136,163,765
24137,13189,128
24138,12434,984
24139,2239,350
24140,7541,876
24141,15397,885
24142,1759,698
24143,7675,616
24144,10928,779
24145,12636,103
24146,9145,17
24147,3134,609
24148,5237,635
24149,16839,119
24150,14807,832
24151,10845,816
24152,13932,557
24153,17668,5
24154,4228,75
24155,12824,54
24156,5049,748
24157,3428,248
24158,11227,826
24159,4717,782
24160,18811,656
24161,14625,578
24162,4296,921
24163,5055,289
24164,14290,788
24165,12590,260
24166,1702,609
24167,17757,50
24168,9756,970
24169,12597,984
24170,18561,763
24171,10179,627
24172,13164,753
24173,17152,242
24174,15932,375
24175,10654,270
24176,12910,575
24177,19989,229
24178,19037,205
24179,6989,394
24180,3425,970
24181,12069,301
24182,16565,608
24183,7260,47
24184,17283,644
24185,10940,508
24186,19045,462
24187,13898,965
24188,206,983
24189,12916,208
24190,17695,861
24191,19070,725
24192,19012,132
24193,346,820
24194,14570,86
24195,13702,692
24196,13527,604
24197,11866,323
24198,10036,811
24199,5361,133
24200,6748,755
24201,17321,270
24202,10405,51
24203,2546,617
24204,8851,719
24205,3025,686
24206,1852,470
24207,15082,796
24208,7893,216
24209,16634,120
24210,16393,172
24211,13853,402
24212,6027,537
24213,7485,729
24214,10676,370
24215,5325,694
24216,13785,447
24217,12131,66
24218,7209,760
24219,19928,990
24220,17892,979
24221,6160,380
24222,3268,523
24223,15952,498
24224,8998,942
24225,3620,887
24226,14586,560
24227,2941,624
24228,14178,684
24229,2883,211
24230,655,12
24231,19157,489
24232,15261,544
24233,13033,655
24234,8459,376
24235,12458,307
24236,7118,523
24237,3908,824
24238,10905,902
24239,15144,31
24240,18186,721
24241,18038,68
24242,8730,424
24243,156,999
24244,2383,72
24245,19463,484
24246,16536,257
24247,16990,281
24248,16094,88
24249,3111,215
24250,9827,97
24251,11884,546
24252,6292,665
24253,5709,441
24254,16365,550
24255,2985,915
24256,16836,980
24257,15660,218
24258,941,724
24259,648,439
24260,13532,473
24261,17683,64
24262,2874,453
24263,15255,964
24264,8877,479
24265,17921,556
24266,5347,687
24267,9542,524
24268,16579,696
24269,669,242
24270,16293,972
24271,12751,240
24272,15260,341
24273,6075,88
24274,16500,676
24275,3100,584
24276,9779,210
24277,7048,597
24278,9427,186
24279,23,976
24280,8814,22
24281,10477,534
24282,6496,390
24283,16640,571
24284,19135,666
24285,8788,20
24286,12414,189
24287,18487,567
24288,19213,183
24289,13801,137
24290,13947,622
24291,14516,264
24292,19507,948
24293,4026,18
24294,985,952
24295,11007,564
24296,12260,209
24297,17147,512
24298,19360,684
24299,10690,111
24300,8531,200
24301,9247,189
24302,15216,563
24303,8172,446
24304,12201,839
24305,4041,806
24306,3646,890
24307,18241,277
24308,11530,584
24309,10852,325
24310,16457,375
24311,11637,54
24312,7131,845
24313,4635,701
24314,15931,44
24315,12571,662
24316,14722,110
24317,11018,317
24318,3043,323
24319,7393,358
24320,2931,425
24321,9490,76
24322,10765,784
24323,19099,955
24324,5714,831
24325,16718,531
24326,123,138
24327,14007,646
24328,16263,802
24329,2931,941
24330,4342,236
24331,14564,593
24332,11697,814
24333,18155,826
24334,8185,81
24335,15288,374
24336,15330,483
24337,16795,967
24338,10329,951
24339,10793,897
24340,2969,655
24341,13200,361
24342,1375,74
24343,7276,200
24344,15224,151
24345,2404,854
24346,4294,686
24347,9337,251
24348,5477,624
24349,10333,621
24350,17013,603
24351,3388,29
24352,145,607
24353,3290,485
24354,13794,447
24355,10514,899
24356,2612,694
24357,1774,422
24358,5192,882
24359,18171,129
24360,11389,648
24361,5785,947
24362,19965,370
24363,9149,497
24364,18583,712
24365,2557,475
24366,17326,357
24367,12270,746
24368,15846,332
24369,15638,320
24370,1214,43
24371,13226,710
24372,3377,632
24373,2039,970
24374,14768,345
24375,19496,70
24376,15148,874
24377,8189,231
24378,18525,232
24379,4532,116
24380,8782,969
24381,6095,924
24382,6417,738
24383,14420,609
24384,6195,713
24385,8861,527
24386,12982,760
24387,5407,8
24388,3471,713
24389,9626,914
24390,11542,757
24391,8310,705
24392,13543,360
24393,6543,524
24394,639,603
24395,16201,836
24396,13451,888
24397,9589,663
24398,10744,333
24399,11328,360
24400,10901,348
24401,15593,836
24402,3537,800
24403,5095,317
24404,9469,402
24405,15081,670
24406,5045,333
24407,7642,885
24408,14942,499
24409,7624,690
24410,1186,421
24411,263,749
24412,9310,243
24413,17720,807
24414,2254,375
24415,408,939
24416,12651,655
24417,3022,563
24418,18376,857
24419,19913,241
24420,5863,925
24421,7005,269
24422,19529,857
24423,16463,683
24424,17348,959
24425,2446,116
24426,7608,170
24427,12908,276
24428,11533,952
24429,80,974
24430,12825,39
24431,18886,35
24432,7133,800
24433,273,802
24434,13447,181
24435,10678,243
24436,1982,669
24437,12286,433
24438,3417,253
24439,6,146
24440,8980,350
24441,6973,112
24442,11154,765
24443,4441,668
24444,484,78
24445,12151,290
24446,2000,377
24447,6366,722
24448,6578,328
24449,14421,21
24450,8144,586
24451,3585,733
24452,3868,146
24453,4032,249
24454,5295,231
24455,1433,198
24456,19625,711
24457,16568,840
24458,5477,889
24459,18555,863
24460,6702,775
24461,10079,922
24462,9128,483
24463,12820,782
24464,13452,675
24465,1560,630
24466,12590,209
24467,14155,90
24468,12257,44
24469,6034,959
24470,7055,492
24471,7623,314
24472,16094,358
24473,2808,305
24474,6050,125
24475,798,996
24476,7368,620
24477,7550,195
24478,17232,389
24479,668,188
24480,8219,110
24481,11613,917
24482,14852,135
24483,19799,59
24484,9897,367
24485,2166,524
24486,10010,838
24487,7784,532
24488,12801,26
24489,5325,565
24490,19335,427
24491,7960,576
24492,15617,186
24493,4459,131
24494,9651,97
24495,6363,367
24496,18989,1
24497,2985,801
24498,19662,589
24499,12652,218
24500,9233,978
24501,14592,275
24502,6647,221
24503,15040,761
24504,797,93
24505,6988,521
24506,14247,75
24507,160,543
24508,18825,30
24509,291,86
24510,2867,126
24511,2929,117
24512,13812,419
24513,18238,415
24514,16836,12
24515,13066,432
24516,6186,418
24517,6582,644
24518,4848,354
24519,19636,434
24520,17016,152
24521,5037,854
24522,18033,487
24523,3966,820
24524,14378,450
24525,12264,273
24526,3020,774
24527,7934,126
24528,3440,707
24529,11765,534
24530,4637,403
24531,15470,644
24532,5059,972
24533,19277,803
24534,2974,715
24535,4116,546
24536,11837,596
24537,8193,790
24538,18882,31
24539,10836,707
24540,10910,568
24541,7959,597
24542,4276,67
24543,9325,504
24544,5227,695
24545,10793,455
24546,13819,32
24547,15204,528
24548,16379,366
24549,8240,232
24550,78,264
24551,3561,465
24552,11451,583
24553,12319,784
24554,16454,138
24555,7704,950
24556,19494,995
24557,13437,854
24558,16793,468
24559,6235,997
24560,7531,311
24561,16257,694
24562,14993,937
24563,16160,647
24564,1609,685
24565,12097,621
24566,10355,318
24567,19867,96
24568,14032,418
24569,16316,793
24570,12570,76
24571,10555,741
24572,4595,901
24573,11519,462
24574,6526,146
24575,2928,571
24576,12205,47
24577,16035,283
24578,9375,909
24579,7017,59
24580,554,486
24581,10523,347
24582,11727,115
24583,4842,381
24584,9034,292
24585,10831,650
24586,15151,923
24587,7719,283
24588,16543,489
24589,4173,390
24590,19931,168
24591,10948,827
24592,17795,357
24593,5142,857
24594,18871,720
24595,6748,205
24596,3608,541
24597,7540,655
24598,6598,633
24599,13032,627
24600,19076,89
24601,15623,634
24602,19873,804
24603,11565,444
24604,13098,286
24605,1671,317
24606,13847,877
24607,4060,125
24608,2205,508
24609,3969,595
24610,1792,70
24611,17255,677
24612,3937,579
24613,10652,199
24614,1969,364
24615,6103,459
24616,3889,716
24617,3564,662
24618,9594,280
24619,16117,877
24620,8165,239
24621,15451,659
24622,19953,731
24623,18517,906
24624,17660,389
24625,18086,975
24626,2620,747
24627,5212,263
24628,13246,837
24629,2956,746
24630,10336,173
24631,6930,483
24632,15777,733
24633,18807,708
24634,4615,60
24635,906,19
24636,5647,410
24637,3459,995
24638,3913,485
24639,1289,623
24640,12407,418
24641,4270,528
24642,109,681
24643,9433,290
24644,10422,354
24645,4989,921
24646,8217,836
24647,12222,219
24648,8109,816
24649,16018,876
24650,8129,803
24651,15514,859
24652,16890,514
24653,1637,296
24654,4431,952
24655,12027,245
24656,3488,341
24657,10160,359
24658,6048,516
24659,3485,487
24660,16910,465
24661,17426,466
24662,9117,539
24663,19789,583
24664,19052,280
24665,9295,255
24666,13672,845
24667,17749,4
24668,6355,140
24669,19199,497
24670,11701,792
24671,2912,738
24672,6115,939
24673,16857,577
24674,3478,806
24675,489,491
24676,4494,712
24677,4485,445
24678,3779,507
24679,5044,483
24680,12289,207
24681,373,58
24682,7619,546
24683,8346,593
24684,13636,593
24685,6612,235
24686,14176,748
24687,612,207
24688,11394,67
24689,7751,519
24690,4214,763
24691,8156,392
24692,5028,345
24693,2063,699
24694,14804,762
24695,17715,384
24696,15865,178
24697,12517,668
24698,10913,357
24699,14348,174
24700,4129,958
24701,1410,920
24702,18343,123
24703,17130,3
24704,17890,238
24705,18621,620
24706,19291,865
24707,16985,920
24708,17811,201
24709,14588,691
24710,8863,969
24711,7776,381
24712,19597,604
24713,14649,235
24714,18774,66
24715,5312,14
24716,17073,827
24717,18896,497
24718,4564,401
24719,1796,798
24720,16416,901
24721,12670,395
24722,12160,990
24723,17416,50
24724,12650,518
24725,9396,636
24726,16662,356
24727,14326,690
24728,11063,534
24729,132,59
24730,3277,311
24731,7579,22
24732,17150,11
24733,6287,575
24734,13317,626
24735,19430,144
24736,16847,38
24737,11662,35
24738,14472,375
24739,7092,965
24740,6688,675
24741,7702,1
24742,896,620
24743,18601,804
24744,5161,933
24745,750,466
24746,18783,595
24747,12449,599
24748,1779,19
24749,3161,82
24750,13643,857
24751,18483,818
24752,14037,325
24753,16467,294
24754,2936,852
24755,2440,520
24756,18949,597
24757,14207,283
24758,19426,940
24759,743,997
24760,9701,76
24761,14293,211
24762,12100,615
24763,6743,353
24764,19986,80
24765,10997,961
24766,3720,202
24767,14247,563
24768,5421,987
24769,16236,407
24770,18947,446
24771,7955,600
24772,4519,183
